id,question,answer,question_decomposition,answerable,output,retrieval_time,ttft,llm_time,total_time,accuracy,f1,precision,recall,em
10,In which county is the city where Biedman is located?,Hillsdale County,"[{'id': 187016, 'question': 'Biedman >> located in the administrative territorial entity', 'answer': 'Camden', 'paragraph_support_idx': 8}, {'id': 618308, 'question': '#1 >> located in the administrative territorial entity', 'answer': 'Hillsdale County', 'paragraph_support_idx': 7}]",True,"There seems to be an inconsistency in the question and the provided text. The name ""Biedman"" does not appear in any of the RAPTOR Retrieved Tree Nodes or RAPPO Retrieved Passages.

However, I can try to answer based on the information given:

The only mention of a person's last name is ""Bumagin"", which is mentioned as being selected by the Detroit Red Wings in the 8th round (260th overall) of the 2000 NHL Entry Draft. There is no mention of a person named Biedman.

Since there is no information about a city or location associated with the name ""Biedman"", I will assume that the question is asking for a county based on one of the cities mentioned in the text. However, without more specific information, it's difficult to determine which county is being referred to.

If we look at the RAPTOR Retrieved Tree Nodes, there are two mentions of counties:

* Randolph County (associated with the city of Randleman)
* Cumberland County (associated with the census-designated place and unincorporated community of Bowman)

However, without more information about Biedman or a specific location associated with that name, it's not possible to determine which county is being referred to.

Answer: Unable to determine.",4.1353254253,2.9799507572,2.9799507572,7.1154074278,0,0.0111731843575419,0.005649717514124294,0.5,False
11,Who was the performer of Get Into You in Home and Away?,Emma Jackson,"[{'id': 529509, 'question': 'Get Into You >> performer', 'answer': 'Dannii Minogue', 'paragraph_support_idx': 14}, {'id': 85098, 'question': 'who was #1 in home and away', 'answer': 'Emma Jackson', 'paragraph_support_idx': 10}]",True,"To answer this question, we need to analyze the information provided in the text.

Firstly, we have two separate pieces of information:

1. The first piece of information is about a song called ""So Into You"" performed by Canadian singer Tamia.
2. The second piece of information is about an album called ""Get into You"" by Australian pop singer Dannii Minogue.

Now, let's look at the question: Who was the performer of Get Into You in Home and Away?

The key phrase here is ""in Home and Away"". This suggests that we are looking for a specific performance or appearance of the song ""Get into You"" within the context of the Australian soap opera ""Home and Away"".

After analyzing the information, I found that Dannii Minogue was an actress on the Australian soap opera ""Neighbours"", not ""Home and Away"". However, I also found that Dannii Minogue did appear in a TV show called ""Home and Away"" as well.

But more importantly, we need to look at the specific context of the question. The question asks about the performer of Get Into You in Home and Away, which implies that we are looking for information about a performance or appearance within the soap opera itself.

Unfortunately, I couldn't find any direct connection between Dannii Minogue's album ""Get into You"" and her appearance in ""Home and Away"". However, based on my analysis, I can conclude that:

Answer: Dannii Minogue",3.2590912478,3.4529234422,3.4529234422,6.712146482,0,0.0,0.0,0.0,False
12,What happened in country having Al-Serkal during the cold war?,Cambodian Civil War,"[{'id': 256161, 'question': 'Al-Serkal >> country', 'answer': 'Cambodia', 'paragraph_support_idx': 3}, {'id': 61424, 'question': 'what happened in #1 during the cold war', 'answer': 'Cambodian Civil War', 'paragraph_support_idx': 7}]",True,"To answer this question, we need to identify which text passage mentions ""Al-Serkal"" and then determine what happened in that country during the Cold War era. However, upon reviewing the provided texts, I couldn't find any mention of ""Al-Serkal"" or a country associated with it.

The first RAPTOR Retrieved Tree Nodes passage discusses the Cold War era, but it doesn't mention any specific countries related to ""Al-Serkal."" The second passage talks about missionary groups operating in an unspecified country and mentions fighting between rebel and government forces in 2002-3. However, there is no connection made to ""Al-Serkal"" or a country with that name.

The summary of the provided texts doesn't provide any information related to ""Al-Serkal."" The Family Re-Union Conference passage talks about Al Gore and Tipper Gore hosting an annual conference in Nashville, Tennessee, but this has no relation to the Cold War or ""Al-Serkal.""

Given the lack of information about ""Al-Serkal"" in the provided texts, I must conclude that there is not enough context to answer the question accurately.

Answer: There is insufficient information to determine what happened in a country having Al-Serkal during the Cold War.",4.1889149477,2.9542198987,2.9542198987,7.143289932,0,0.011494252873563218,0.005847953216374269,0.3333333333333333,False
13,Who wrote the national anthem of the country that released Wekande Walauwa?,Ananda Samarakoon,"[{'id': 105516, 'question': 'What country released Wekande Walauwa?', 'answer': 'Sri Lanka', 'paragraph_support_idx': 18}, {'id': 44852, 'question': 'who has written the national anthem of #1', 'answer': 'Ananda Samarakoon', 'paragraph_support_idx': 9}]",True,"To answer this question, we need to identify the country associated with ""Wekande Walauwa"" and then find information about its national anthem.

After analyzing the provided text, I found a passage related to Sri Lanka's music. However, there is no direct mention of ""Wekande Walauwa"". But, upon further inspection, I noticed that Wekande Walauwa is indeed the national anthem of Sri Lanka.

Now, let's look for information about the national anthem of Sri Lanka in the provided text. Unfortunately, there is no specific passage or detail about Sri Lanka's national anthem.

However, we can infer that since ""Wekande Walauwa"" is mentioned as a national anthem, it must have been written by someone. But, unfortunately, the provided text does not contain any information about who wrote the national anthem of Sri Lanka.

Since there is no direct answer to this question in the provided text, I will conclude with an answer based on general knowledge that Sri Lanka's national anthem ""Wekande Walauwa"" was written by Ananda Samarakoon and G.R. Perera",3.6433861963,2.6176127922,2.6176127922,6.2611336741,1,0.024999999999999998,0.012658227848101266,1.0,False
14,In which county was Scratch born?,Camden County,"[{'id': 353896, 'question': 'Scratch >> place of birth', 'answer': 'Camden', 'paragraph_support_idx': 12}, {'id': 178186, 'question': '#1 >> located in the administrative territorial entity', 'answer': 'Camden County', 'paragraph_support_idx': 13}]",True,"To answer this question, we need to find the information about Scratch's birthplace in the provided text.

The relevant passage is from RAPTOR Retrieved Tree Nodes:
 Kyle Jones (born in Camden, New Jersey), better known as Scratch, is an American hip hop musician who specializes in Beatboxing and vocal scratch sounds.

From this passage, we can see that Scratch was born in Camden, which is a city in New Jersey. However, the question asks about the county where Scratch was born. Unfortunately, the provided text does not specify the county of birth for Scratch.

Since the information about Scratch's birthplace is incomplete, I will provide an answer based on the available data.

Answer: Not specified",2.1796555407,1.8007010878,1.8007010878,3.9805060071,0,0.03809523809523809,0.019417475728155338,1.0,False
15,What is the city where Giovanni Buonconsiglio was born an instance of?,comune,"[{'id': 144088, 'question': 'In what city was Giovanni Buonconsiglio born?', 'answer': 'Montecchio Maggiore', 'paragraph_support_idx': 14}, {'id': 319888, 'question': '#1 >> instance of', 'answer': 'comune', 'paragraph_support_idx': 4}]",True,"To answer this question, we need to analyze the information provided about Giovanni Buonconsiglio's birthplace. The passage states that he was ""born Montecchio Maggiore c. 1465"", which indicates that his birthplace is a city or town called Montecchio Maggiore.

However, the question asks for an instance of the city where Giovanni Buonconsiglio was born. This implies that we are looking for a specific example or reference to this city in relation to Giovanni Buonconsiglio's birth.

Upon reviewing the passage again, I notice that there is no additional information provided about Montecchio Maggiore being an instance of something else. The passage simply states his birthplace as Montecchio Maggiore without any further context.

Therefore, based on the information provided, it appears that the question may be asking for a type or category to which Montecchio Maggiore belongs, but this is not explicitly stated in the passage.

However, considering the structure of the question and the format of the retrieved passages, I'm going to take a guess that the question might be looking for an instance of a city where one of the individuals mentioned was born. In this case, Montecchio Maggiore would be an instance of a city where Giovanni Buonconsiglio was born.

Answer: An instance of a city where Giovanni Buonconsiglio was born.",3.2804160202,3.3190597361,3.3190597361,6.599620434,0,0.0,0.0,0.0,False
16,What part of the country that includes bevercotes did the pilgrims come from?,"Babworth, near East Retford, Nottinghamshire","[{'id': 131206, 'question': 'Which state is Bevercotes located?', 'answer': 'England', 'paragraph_support_idx': 2}, {'id': 69301, 'question': 'where did the pilgrims come from in #1', 'answer': 'Babworth, near East Retford, Nottinghamshire', 'paragraph_support_idx': 10}]",True,"To answer this question, we need to analyze the text and identify the region associated with the Pilgrims' origin.

From the RAPTOR Retrieved Tree Nodes passage:

""The core of the group that came to be known as the Pilgrims were brought together between 1586 and 1605 by shared theological beliefs, as expressed by Richard Clyfton, a Brownist parson at All Saints' Parish Church in Babworth, near East Retford, Nottinghamshire.""

This passage indicates that the Pilgrims originated from Nottinghamshire, which is a county located in the East Midlands region of England.

Additionally, we can see that William Brewster was living in Scrooby manor house, serving as postmaster for the village and bailiff to the Archbishop of York. This further supports the connection between the Pilgrims and Nottinghamshire.

Therefore, based on this information, it is clear that the part of the country that includes bevercotes (Bevercotes is a village in Nottinghamshire) did the Pilgrims come from.

Answer: Nottinghamshire",2.4807115737,2.7120907586,2.7120907586,5.1929455199,1,0.0704225352112676,0.0364963503649635,1.0,False
17,Who was the piano player in the series of which He That Believeth in Me is an episode?,Roark Critchlow,"[{'id': 153623, 'question': 'What series is He That Believeth in Me in?', 'answer': 'Battlestar Galactica', 'paragraph_support_idx': 0}, {'id': 86916, 'question': 'who was the piano player in #1', 'answer': 'Roark Critchlow', 'paragraph_support_idx': 17}]",True,"To answer this question, we need to identify the series that includes the episode ""He That Believeth in Me"" and find out who the piano player is.

The provided text does not mention any information about a series called ""He That Believeth in Me"". However, it does provide information about various TV shows, films, and albums. 

Since there's no direct connection between the provided texts and the question asked, I will look for any possible connections or clues that might help answer the question.

Upon reviewing the text again, I notice that ""He That Believeth in Me"" is not mentioned anywhere in the RAPTOR Retrieved Tree Nodes or RAPPO Retrieved Passages. However, there is a mention of ""The Piano (1993)"" which is a film about a mute piano player and her daughter.

Since this is the only relevant information related to a piano player, I will assume that it might be connected to the question asked.

However, without more specific information or context about the series ""He That Believeth in Me"", it's difficult to provide an accurate answer. 

But if we consider the film ""The Piano (1993)"" as a possible connection, then the piano player would be Holly Hunter, who played the role of Ada McGrath.

Answer: Holly Hunter",3.3934561769,3.0504606031,3.0504606031,6.4440503861,0,0.0,0.0,0.0,False
18,How did the main subject of State of the Union address rank Switzerland's economy?,Europe's most innovative country,"[{'id': 460368, 'question': 'State of the Union address >> main subject', 'answer': 'European Union', 'paragraph_support_idx': 16}, {'id': 22384, 'question': ""How did #1 rank Switzerland's economy?"", 'answer': ""Europe's most innovative country"", 'paragraph_support_idx': 13}]",True,"To answer this question accurately, we need to identify the main subject of the ""State of the Union"" address and then determine how they ranked Switzerland's economy.

However, upon reviewing the provided text, I realize that there is no direct connection between the ""State of the Union"" address and the ranking of Switzerland's economy. The two topics seem unrelated.

The ""State of the Union"" address appears to be a speech given by the President of the United States, discussing various national issues and policies. On the other hand, the text about Switzerland's economy is from a separate section that discusses the country's economic performance, competitiveness, and innovation.

Therefore, I must conclude that there is no information provided on how the main subject of the ""State of the Union"" address ranked Switzerland's economy.

Answer: There is no information available to answer this question.",2.5901588099,2.1681784289,2.1681784289,4.7584816148,0,0.0,0.0,0.0,False
19,Who came up with the name for the fried chicken chain associated with the state where Cayce is located?,Don Anderson,"[{'id': 436069, 'question': 'Cayce >> located in the administrative territorial entity', 'answer': 'Kentucky', 'paragraph_support_idx': 9}, {'id': 68117, 'question': 'where did the name #1 fried chicken come from', 'answer': 'Don Anderson', 'paragraph_support_idx': 16}]",True,"To answer this question, we need to identify the connection between Harland Sanders and the state where Cayce is located. 

1. The passage mentions that Harland Sanders' Corbin, Kentucky gas station was famous for his fried chicken.
2. We know that Cayce is a city in South Carolina.
3. However, there's no direct mention of South Carolina or Cayce in the provided passages.

But we can make an educated guess based on the information given:

* The passage mentions Harland Sanders and his fried chicken chain, which is now known as KFC (Kentucky Fried Chicken).
* Since Kentucky is associated with Harland Sanders, it's likely that the name ""KFC"" was coined in relation to this state.

Therefore, we can infer that Harland Sanders came up with the name for the fried chicken chain associated with the state where Cayce is located.

Answer: Harland Sanders.",3.3817128506,2.174342873,2.174342873,5.5561912479,0,0.0,0.0,0.0,False
20,What is the current official currency in the country where Darla Pacheco was born?,United States dollar,"[{'id': 716575, 'question': 'Darla Pacheco >> place of birth', 'answer': 'Puerto Rico', 'paragraph_support_idx': 12}, {'id': 159115, 'question': 'What is the current official currency in #1 ?', 'answer': 'United States dollar', 'paragraph_support_idx': 2}]",True,"To answer this question, we need to identify the birthplace of Darla Pacheco. However, there is no information provided about Darla Pacheco's birthplace in the given text.

But, since I have access to external knowledge, I can tell you that Darla Pacheco is a Filipino-American journalist and news anchor who was born in the Philippines. The official currency of the Philippines is the Philippine peso (PHP).

However, based on the provided text, we cannot determine the birthplace of Darla Pacheco or the current official currency of her country of birth.

Answer: There is not enough information to answer this question accurately based on the given text.",3.3552181660000002,1.6837508203,1.6837508203,5.0391054172,0,0.0,0.0,0.0,False
21,When was Liang Ji's country divided into spheres of influence?,in the late 19th and early 20th Century,"[{'id': 104531, 'question': 'Which country was Liang Ji in?', 'answer': 'China', 'paragraph_support_idx': 15}, {'id': 44497, 'question': 'when was #1 divided into spheres of influence', 'answer': 'in the late 19th and early 20th Century', 'paragraph_support_idx': 8}]",True,"To answer this question, we need to analyze the provided text carefully.

Firstly, there is no mention of a person named ""Liang Ji"" in any part of the text. The text only mentions the Warlord Era and the concept of spheres of influence in China during the late 19th and early 20th centuries.

Secondly, the text does not provide information about Liang Ji's country being divided into spheres of influence. Instead, it talks about China as a whole being divided among foreign powers and regional factions during the Warlord Era.

Therefore, based on the provided text, we cannot determine when Liang Ji's country was divided into spheres of influence because there is no mention of such an event or person in the text.

Answer: There is not enough information to answer this question.",3.3193387231,1.9433688503000002,1.9433688503000002,5.2628503954,0,0.09448818897637795,0.05,0.8571428571428571,False
22,Who is the 2018 minister of Mundaje's state?,H.D. Kumaraswamy,"[{'id': 129438, 'question': 'In which state is Mundaje located?', 'answer': 'Karnataka', 'paragraph_support_idx': 17}, {'id': 52794, 'question': 'who is the minister of #1 in 2018', 'answer': 'H.D. Kumaraswamy', 'paragraph_support_idx': 11}]",True,"There is no mention of ""Mundaje"" or its state in any of the provided texts. The texts appear to be unrelated and discuss various topics such as football managers, a sitcom finale, stop-motion animation, and information about the State of Nevada.

However, one text does mention a minister's tenure, but it is not related to Mundaje's state. It mentions Janet Museveni as the cabinet minister since 6 June 2016, but there is no mention of her being the minister in 2018 or any connection to Mundaje's state.

Since there is no relevant information provided about Mundaje's state or its ministers, it is not possible to determine who the 2018 minister of Mundaje's state would be.

Answer: There is insufficient information to answer this question.",2.3751548529,1.9909012914000002,1.9909012914000002,4.3662087871,0,0.0,0.0,0.0,False
23,"In 2018, who scored the most goals in the competition that the FIFA Confederations Cups is considered a warm-up for?",Harry Kane,"[{'id': 35466, 'question': 'The FIFA Confederations Cups is usually considered a warm-up for what?', 'answer': 'FIFA World Cup', 'paragraph_support_idx': 15}, {'id': 64699, 'question': 'who has scored the most goal in #1 2018', 'answer': 'Harry Kane', 'paragraph_support_idx': 6}]",True,"To answer this question, we need to identify the competition that the FIFA Confederations Cup is considered a warm-up for. The FIFA Confederations Cup is typically held as a warm-up tournament before the FIFA World Cup.

Looking at the RAPTOR Retrieved Tree Nodes passage, it mentions the ""2018 FIFA World Cup qualification (CONMEBOL)"" but does not provide information on the top scorer of that specific competition. However, we can look for information related to the 2018 FIFA World Cup itself.

The passage does mention Edinson Cavani as the top scorer with 10 goals in the CONMEBOL qualifying tournament, but it does not specify if this is the same competition that the Confederations Cup is a warm-up for.

However, we can look at the RAPTOR Retrieved Tree Nodes passage again and see that it mentions the ""2017 FIFA Confederations Cup"" which is a different competition. The top scorers in the 2017 FIFA Confederations Cup are mentioned as Leon Goretzka, Lars Stindl, and Timo Werner, each with 3 goals.

Since we are looking for the top scorer in the competition that the FIFA Confederations Cups is considered a warm-up for, we can infer that it is likely referring to the FIFA World Cup. However, there is no information provided on the top scorer of the 2018 FIFA World Cup itself.

Therefore, based on the information provided and the inference made, I would say that the question cannot be answered definitively from the given passages.

However, if we consider the fact that the Confederations Cup is a warm-up for the World Cup, and looking at the top scorers mentioned in the passage, it's likely that Edinson Cavani (with 10 goals) might have been one of the top scorers in the qualifying tournament, but not necessarily the top scorer in the competition that the Confederations Cup is a warm-up for.

Answer: There is no definitive answer based on the provided passages.",3.2241015029,4.6849603839,4.6849603839,7.909211562,0,0.0,0.0,0.0,False
